id,transaction_date,value_date,reference,debit,credit,balance,remarks,predicted_category,created_at,updated_at
2249,2025-04-28,2025-04-28,Salary payment,117284.48,,24660460.03,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2250,2025-04-29,2025-04-29,Capital injection,,1947755.95,26608215.98,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2251,2025-04-30,2025-04-30,POS PURCHASE - Inventory,220225.39,,26387990.59,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2252,2025-04-30,2025-04-30,Repair / Maintenance,67131.72,,26320858.87,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2253,2025-04-30,2025-04-30,Bank fees / transfer,6452.27,,26314406.60,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2254,2025-05-01,2025-05-01,Rent payment,171378.03,,26143028.57,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2255,2025-05-01,2025-05-01,POS PURCHASE - Inventory,127297.35,,26015731.22,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2256,2025-05-02,2025-05-02,Bank fees / transfer,1124.61,,26014606.61,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2257,2025-05-02,2025-05-02,Customer payment,,292158.47,26306765.08,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2258,2025-05-02,2025-05-02,Repair / Maintenance,76194.87,,26230570.21,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2259,2025-05-03,2025-05-03,Internet subscription,14269.74,,26216300.47,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2260,2025-05-03,2025-05-03,POS PURCHASE - Inventory,396538.79,,25819761.68,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2261,2025-05-04,2025-05-04,Bank fees / transfer,15547.26,,25804214.42,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2262,2025-05-04,2025-05-04,Customer payment,,140359.59,25944574.01,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2263,2025-05-05,2025-05-05,Utility bills,16378.46,,25928195.55,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2264,2025-05-05,2025-05-05,Fuel purchase,26932.01,,25901263.54,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2265,2025-05-05,2025-05-05,Capital injection,,789617.75,26690881.29,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2266,2025-05-06,2025-05-06,Capital injection,,429721.74,27120603.03,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2267,2025-05-07,2025-05-07,Refund/Chargeback,,28380.26,27148983.29,Customer refund,Refund/Chargeback,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2268,2025-05-09,2025-05-09,POS PURCHASE - Inventory,150995.74,,26997987.55,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2269,2025-05-09,2025-05-09,Bank fees / transfer,1108.90,,26996878.65,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2270,2025-05-10,2025-05-10,Fuel purchase,10278.13,,26986600.52,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2271,2025-05-15,2025-05-15,Repair / Maintenance,59274.60,,26927325.92,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2272,2025-05-15,2025-05-15,Customer payment,,53174.89,26980500.81,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2273,2025-05-15,2025-05-15,Repair / Maintenance,85424.10,,26895076.71,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2274,2025-05-15,2025-05-15,Repair / Maintenance,116788.33,,26778288.38,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2275,2025-05-15,2025-05-15,Customer payment,,379852.49,27158140.87,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2276,2025-05-16,2025-05-16,Fuel purchase,18757.26,,27139383.61,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2277,2025-05-16,2025-05-16,Repair / Maintenance,71598.41,,27067785.20,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2278,2025-05-17,2025-05-17,Fuel purchase,59733.09,,27008052.11,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2279,2025-05-18,2025-05-18,Bank fees / transfer,12353.73,,26995698.38,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2280,2025-05-19,2025-05-19,Customer payment,,200226.27,27195924.65,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2281,2025-05-22,2025-05-22,Fuel purchase,17651.65,,27178273.00,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2282,2025-05-22,2025-05-22,Customer payment,,204426.51,27382699.51,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2283,2025-05-24,2025-05-24,POS PURCHASE - Inventory,283446.21,,27099253.30,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2284,2025-05-24,2025-05-24,Capital injection,,1439998.81,28539252.11,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2285,2025-05-25,2025-05-25,Customer payment,,95730.96,28634983.07,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2286,2025-05-25,2025-05-25,Customer payment,,365287.61,29000270.68,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2287,2025-05-26,2025-05-26,Customer payment,,254364.34,29254635.02,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2288,2025-05-26,2025-05-26,Bank fees / transfer,15234.57,,29239400.45,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2289,2025-05-26,2025-05-26,Customer payment,,179954.13,29419354.58,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2290,2025-05-26,2025-05-26,Bank fees / transfer,13138.37,,29406216.21,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2291,2025-05-27,2025-05-27,Misc credit,,12594.79,29418811.00,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2292,2025-05-27,2025-05-27,Bank fees / transfer,336.79,,29418474.21,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2293,2025-05-28,2025-05-28,Salary payment,112310.52,,29306163.69,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2294,2025-05-28,2025-05-28,POS PURCHASE - Inventory,331806.88,,28974356.81,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2295,2025-05-29,2025-05-29,Bank fees / transfer,11831.22,,28962525.59,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2296,2025-05-31,2025-05-31,Bank fees / transfer,7644.41,,28954881.18,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2297,2025-06-01,2025-06-01,Rent payment,234048.64,,28720832.54,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2298,2025-06-03,2025-06-03,Internet subscription,6623.40,,28714209.14,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2299,2025-06-05,2025-06-05,Utility bills,45455.07,,28668754.07,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2300,2025-06-06,2025-06-06,Repair / Maintenance,107188.87,,28561565.20,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2301,2025-06-06,2025-06-06,Customer payment,,83143.21,28644708.41,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2302,2025-06-07,2025-06-07,Repair / Maintenance,26844.23,,28617864.18,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2303,2025-06-07,2025-06-07,POS PURCHASE - Inventory,52563.13,,28565301.05,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2304,2025-06-08,2025-06-08,POS PURCHASE - Inventory,252316.94,,28312984.11,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2305,2025-06-09,2025-06-09,Customer payment,,245894.50,28558878.61,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2306,2025-06-09,2025-06-09,Misc credit,,19438.48,28578317.09,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2307,2025-06-12,2025-06-12,Fuel purchase,31275.40,,28547041.69,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2308,2025-06-13,2025-06-13,Repair / Maintenance,92720.49,,28454321.20,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2309,2025-06-13,2025-06-13,Misc credit,,17479.36,28471800.56,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2310,2025-06-15,2025-06-15,Misc credit,,40254.67,28512055.23,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2311,2025-06-17,2025-06-17,Customer payment,,212961.70,28725016.93,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2312,2025-06-17,2025-06-17,POS PURCHASE - Inventory,103616.92,,28621400.01,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2313,2025-06-17,2025-06-17,Customer payment,,147525.82,28768925.83,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2314,2025-06-17,2025-06-17,Repair / Maintenance,109918.55,,28659007.28,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2315,2025-06-20,2025-06-20,Repair / Maintenance,33673.04,,28625334.24,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2316,2025-06-20,2025-06-20,Misc credit,,49967.31,28675301.55,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2317,2025-06-22,2025-06-22,Capital injection,,552987.09,29228288.64,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2318,2025-06-22,2025-06-22,Customer payment,,430085.56,29658374.20,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2319,2025-06-23,2025-06-23,Customer payment,,246842.81,29905217.01,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2320,2025-06-23,2025-06-23,Repair / Maintenance,88960.33,,29816256.68,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2321,2025-06-24,2025-06-24,Customer payment,,114773.26,29931029.94,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2322,2025-06-24,2025-06-24,Repair / Maintenance,86928.86,,29844101.08,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2323,2025-06-26,2025-06-26,Fuel purchase,11198.47,,29832902.61,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2324,2025-06-28,2025-06-28,Salary payment,142255.66,,29690646.95,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2325,2025-06-30,2025-06-30,Customer payment,,68019.17,29758666.12,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2326,2025-06-30,2025-06-30,Bank fees / transfer,11100.95,,29747565.17,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2327,2025-07-01,2025-07-01,Rent payment,260068.28,,29487496.89,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2328,2025-07-01,2025-07-01,Customer payment,,495459.72,29982956.61,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2329,2025-07-01,2025-07-01,Customer payment,,56073.08,30039029.69,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2330,2025-07-02,2025-07-02,Customer payment,,346434.06,30385463.75,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2331,2025-07-02,2025-07-02,Customer payment,,480353.91,30865817.66,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2332,2025-07-03,2025-07-03,Internet subscription,8450.68,,30857366.98,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2333,2025-07-03,2025-07-03,Fuel purchase,50223.98,,30807143.00,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2334,2025-07-03,2025-07-03,Refund/Chargeback,,52415.34,30859558.34,Customer refund,Refund/Chargeback,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2335,2025-07-04,2025-07-04,Fuel purchase,46412.63,,30813145.71,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2336,2025-07-05,2025-07-05,Utility bills,47330.61,,30765815.10,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2337,2025-07-05,2025-07-05,POS PURCHASE - Inventory,91846.70,,30673968.40,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2338,2025-07-06,2025-07-06,Customer payment,,160434.14,30834402.54,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2339,2025-07-06,2025-07-06,Misc debit,32519.94,,30801882.60,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2340,2025-07-07,2025-07-07,Customer payment,,90624.45,30892507.05,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2341,2025-07-11,2025-07-11,Customer payment,,202391.99,31094899.04,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2342,2025-07-11,2025-07-11,POS PURCHASE - Inventory,46253.96,,31048645.08,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2343,2025-07-12,2025-07-12,Customer payment,,146485.85,31195130.93,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2344,2025-07-14,2025-07-14,POS PURCHASE - Inventory,121219.40,,31073911.53,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2345,2025-07-14,2025-07-14,POS PURCHASE - Inventory,35374.41,,31038537.12,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2346,2025-07-16,2025-07-16,Bank fees / transfer,2594.00,,31035943.12,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2347,2025-07-16,2025-07-16,Misc credit,,13748.11,31049691.23,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2348,2025-07-17,2025-07-17,Fuel purchase,8878.95,,31040812.28,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2349,2025-07-17,2025-07-17,Bank fees / transfer,12440.56,,31028371.72,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2350,2025-07-18,2025-07-18,Fuel purchase,44121.86,,30984249.86,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2351,2025-07-19,2025-07-19,Customer payment,,244941.18,31229191.04,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2352,2025-07-19,2025-07-19,POS PURCHASE - Inventory,213969.09,,31015221.95,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2353,2025-07-19,2025-07-19,Fuel purchase,29662.38,,30985559.57,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2354,2025-07-19,2025-07-19,Bank fees / transfer,15556.96,,30970002.61,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2355,2025-07-20,2025-07-20,POS PURCHASE - Inventory,256591.42,,30713411.19,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2356,2025-07-20,2025-07-20,Misc credit,,19987.13,30733398.32,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2357,2025-07-21,2025-07-21,Misc credit,,642.60,30734040.92,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2358,2025-07-23,2025-07-23,Customer payment,,200143.15,30934184.07,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2359,2025-07-25,2025-07-25,Bank fees / transfer,4760.18,,30929423.89,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2360,2025-07-27,2025-07-27,Repair / Maintenance,109954.45,,30819469.44,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2361,2025-07-27,2025-07-27,Customer payment,,443654.91,31263124.35,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2362,2025-07-28,2025-07-28,Salary payment,138027.84,,31125096.51,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2363,2025-07-29,2025-07-29,Refund/Chargeback,,15687.81,31140784.32,Customer refund,Refund/Chargeback,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2364,2025-07-31,2025-07-31,POS PURCHASE - Inventory,79097.34,,31061686.98,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2365,2025-07-31,2025-07-31,Customer payment,,299139.29,31360826.27,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2366,2025-08-01,2025-08-01,Rent payment,280459.94,,31080366.33,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2367,2025-08-02,2025-08-02,Bank fees / transfer,4168.90,,31076197.43,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2368,2025-08-02,2025-08-02,Customer payment,,368601.41,31444798.84,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2369,2025-08-03,2025-08-03,Internet subscription,17784.99,,31427013.85,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2370,2025-08-04,2025-08-04,POS PURCHASE - Inventory,340092.98,,31086920.87,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2371,2025-08-05,2025-08-05,Utility bills,42189.04,,31044731.83,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
